項次,補助縣市,申請補(捐)助單位,核准日期,活動名稱,活動時間(起),活動時間(迄),活動地點,核准補助金額(千元),核准理由(預期效益),核准補助金額(元)
5504,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
5945,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
5985,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
6446,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
6488,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
6947,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
6989,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
7486,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
7532,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
7919,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
7956,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
8349,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
8386,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
8888,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
8934,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
1125,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
1603,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
2081,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
2559,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
3037,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
3949,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
4431,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
4913,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
5395,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
5877,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
6373,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
6874,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
7402,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
8805,花蓮縣富里鄉,台灣原住民社區發展協會,#####,辦理「愛串連樂飛揚暨創造原民就業活動」,#####,#####,花蓮縣富里鄉豐南村吉拉米代部落活動中心,50,提升公司熱心公益形象,50000
357,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
787,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
1268,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
1746,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
2224,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
2702,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
3180,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
3607,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
4093,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
4575,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
5057,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
5539,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
6021,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
6524,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
7025,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
7572,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
7990,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
8420,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
8975,花蓮縣光復鄉,花蓮縣生活資訊姊妹會,#####,106年母親節慶祝活動-環保愛地球社區交流,#####,#####,花蓮縣光復鄉大全社區,30,敦親睦鄰提升企業形象,30000
250,花蓮縣花蓮市,花蓮縣海洋生態保育協會,#####,辦理106年度「風帆少年、綠能海洋」活動,#####,#####,花蓮市北濱海域、七星潭海域、東海岸、鯉魚潭等,20,提升公司熱心公益形象,20000
680,花蓮縣花蓮市,花蓮縣海洋生態保育協會,#####,辦理106年度「風帆少年、綠能海洋」活動,#####,#####,花蓮市北濱海域、七星潭海域、東海岸、鯉魚潭等,20,提升公司熱心公益形象,20000
1154,花蓮縣花蓮市,花蓮縣海洋生態保育協會,#####,辦理106年度「風帆少年、綠能海洋」活動,#####,#####,花蓮市北濱海域、七星潭海域、東海岸、鯉魚潭等,20,提升公司熱心公益形象,20000
1632,花蓮縣花蓮市,花蓮縣海洋生態保育協會,#####,辦理106年度「風帆少年、綠能海洋」活動,#####,#####,花蓮市北濱海域、七星潭海域、東海岸、鯉魚潭等,20,提升公司熱心公益形象,20000
2110,花蓮縣花蓮市,花蓮縣海洋生態保育協會,#####,辦理106年度「風帆少年、綠能海洋」活動,#####,#####,花蓮市北濱海域、七星潭海域、東海岸、鯉魚潭等,20,提升公司熱心公益形象,20000
2588,花蓮縣花蓮市,花蓮縣海洋生態保育協會,#####,辦理106年度「風帆少年、綠能海洋」活動,#####,#####,花蓮市北濱海域、七星潭海域、東海岸、鯉魚潭等,20,提升公司熱心公益形象,20000
3066,花蓮縣花蓮市,花蓮縣海洋生態保育協會,#####,辦理106年度「風帆少年、綠能海洋」活動,#####,#####,花蓮市北濱海域、七星潭海域、東海岸、鯉魚潭等,20,提升公司熱心公益形象,20000
3500,花蓮縣花蓮市,花蓮縣海洋生態保育協會,#####,辦理106年度「風帆少年、綠能海洋」活動,#####,#####,花蓮市北濱海域、七星潭海域、東海岸、鯉魚潭等,20,提升公司熱心公益形象,20000
3893,花蓮縣花蓮市,花蓮縣詩書畫協會,#####,辦理「詩香粽香頌屈子」活動,#####,#####,花蓮縣吉安鄉永安活動中心,20,提升公司熱心公益形象,20000
3920,花蓮縣花蓮市,財團法人東海岸文教基金會,#####,辦理「2017年東海岸布袋戲巴士」活動,#####,#####,花蓮市信義國小等,20,提升公司熱心公益形象,20000
3977,花蓮縣花蓮市,花蓮縣海洋生態保育協會,#####,辦理106年度「風帆少年、綠能海洋」活動,#####,#####,花蓮市北濱海域、七星潭海域、東海岸、鯉魚潭等,20,提升公司熱心公益形象,20000
4375,花蓮縣花蓮市,花蓮縣詩書畫協會,#####,辦理「詩香粽香頌屈子」活動,#####,#####,花蓮縣吉安鄉永安活動中心,20,提升公司熱心公益形象,20000
4402,花蓮縣花蓮市,財團法人東海岸文教基金會,#####,辦理「2017年東海岸布袋戲巴士」活動,#####,#####,花蓮市信義國小等,20,提升公司熱心公益形象,20000
4459,花蓮縣花蓮市,花蓮縣海洋生態保育協會,#####,辦理106年度「風帆少年、綠能海洋」活動,#####,#####,花蓮市北濱海域、七星潭海域、東海岸、鯉魚潭等,20,提升公司熱心公益形象,20000
4857,花蓮縣花蓮市,花蓮縣詩書畫協會,#####,辦理「詩香粽香頌屈子」活動,#####,#####,花蓮縣吉安鄉永安活動中心,20,提升公司熱心公益形象,20000
4884,花蓮縣花蓮市,財團法人東海岸文教基金會,#####,辦理「2017年東海岸布袋戲巴士」活動,#####,#####,花蓮市信義國小等,20,提升公司熱心公益形象,20000
4941,花蓮縣花蓮市,花蓮縣海洋生態保育協會,#####,辦理106年度「風帆少年、綠能海洋」活動,#####,#####,花蓮市北濱海域、七星潭海域、東海岸、鯉魚潭等,20,提升公司熱心公益形象,20000
5339,花蓮縣花蓮市,花蓮縣詩書畫協會,#####,辦理「詩香粽香頌屈子」活動,#####,#####,花蓮縣吉安鄉永安活動中心,20,提升公司熱心公益形象,20000
5366,花蓮縣花蓮市,財團法人東海岸文教基金會,#####,辦理「2017年東海岸布袋戲巴士」活動,#####,#####,花蓮市信義國小等,20,提升公司熱心公益形象,20000
5423,花蓮縣花蓮市,花蓮縣海洋生態保育協會,#####,辦理106年度「風帆少年、綠能海洋」活動,#####,#####,花蓮市北濱海域、七星潭海域、東海岸、鯉魚潭等,20,提升公司熱心公益形象,20000
